relation_id,source_type,source_id,relation_type,target_type,target_id
27446,disease,532,treats,symptom,119
27447,symptom,654,related_to,acupoint,428
27448,symptom,707,supports,disease,463
27449,disease,177,treats,disease,645
27450,symptom,200,supports,acupoint,136
27451,acupoint,490,related_to,acupoint,322
27452,disease,103,treats,disease,389
27453,disease,263,related_to,acupoint,14
27454,disease,305,supports,symptom,195
27455,symptom,788,related_to,disease,25
27456,acupoint,109,supports,symptom,352
27457,disease,533,supports,acupoint,654
27458,symptom,547,supports,symptom,104
27459,disease,344,related_to,symptom,61
27460,acupoint,194,treats,disease,153
27461,symptom,31,related_to,disease,382
27462,symptom,570,related_to,disease,783
27463,symptom,23,supports,disease,64
27464,disease,176,treats,symptom,152
27465,disease,405,supports,acupoint,547
27466,symptom,431,supports,acupoint,336
27467,acupoint,407,related_to,disease,211
27468,disease,775,supports,symptom,632
27469,acupoint,737,supports,disease,35
27470,acupoint,256,related_to,disease,170
27471,symptom,455,treats,acupoint,94
27472,symptom,639,supports,disease,112
27473,symptom,28,related_to,acupoint,595
27474,disease,591,supports,acupoint,284
27475,acupoint,574,related_to,acupoint,399
27476,disease,348,related_to,acupoint,461
27477,symptom,223,supports,acupoint,636
27478,symptom,535,treats,symptom,459
27479,disease,81,related_to,acupoint,128
27480,acupoint,473,related_to,acupoint,588
27481,symptom,520,treats,acupoint,739
27482,acupoint,749,related_to,acupoint,273
27483,acupoint,639,related_to,acupoint,100
27484,acupoint,69,treats,disease,564
27485,symptom,320,treats,disease,398
27486,symptom,48,treats,acupoint,63
27487,acupoint,640,treats,acupoint,328
27488,symptom,683,treats,disease,92
27489,acupoint,48,supports,symptom,492
27490,disease,117,treats,acupoint,662
27491,acupoint,533,related_to,acupoint,699
27492,symptom,557,supports,disease,258
27493,acupoint,56,treats,symptom,366
27494,acupoint,640,related_to,symptom,139
27495,acupoint,413,supports,acupoint,482
27496,disease,245,related_to,symptom,118
27497,acupoint,753,related_to,symptom,12
27498,disease,523,related_to,disease,755
27499,disease,358,supports,acupoint,690
27500,acupoint,380,supports,symptom,479
27501,acupoint,484,supports,disease,752
27502,symptom,27,treats,disease,386
27503,acupoint,68,related_to,disease,370
27504,disease,713,supports,disease,601
27505,acupoint,344,supports,symptom,588
27506,symptom,82,related_to,symptom,3
27507,disease,606,supports,acupoint,575
27508,disease,655,related_to,symptom,584
27509,disease,42,treats,disease,166
27510,disease,281,related_to,acupoint,362
27511,acupoint,67,treats,acupoint,555
27512,acupoint,776,treats,symptom,635
27513,symptom,404,related_to,acupoint,171
27514,disease,562,supports,symptom,732
27515,acupoint,180,supports,acupoint,387
27516,symptom,759,treats,disease,369
27517,disease,384,supports,symptom,174
27518,acupoint,536,supports,acupoint,566
27519,disease,390,supports,symptom,457
27520,symptom,304,related_to,symptom,572
27521,disease,619,supports,disease,127
27522,acupoint,491,related_to,symptom,418
27523,acupoint,536,supports,disease,544
27524,acupoint,396,supports,disease,684
27525,disease,435,supports,acupoint,170
27526,acupoint,406,related_to,disease,605
27527,disease,795,related_to,symptom,784
27528,acupoint,386,related_to,symptom,165
27529,disease,344,treats,symptom,221
27530,disease,792,treats,disease,371
27531,symptom,632,supports,acupoint,393
27532,symptom,400,supports,symptom,644
27533,symptom,440,supports,symptom,206
27534,disease,728,treats,symptom,10
27535,acupoint,95,related_to,acupoint,129
27536,disease,10,related_to,disease,729
27537,acupoint,498,treats,symptom,489
27538,disease,732,related_to,disease,295
27539,symptom,565,treats,symptom,651
27540,acupoint,319,related_to,acupoint,609
27541,disease,289,supports,acupoint,686
27542,disease,77,supports,symptom,276
27543,acupoint,338,related_to,acupoint,108
27544,symptom,50,supports,acupoint,295
27545,disease,152,supports,disease,697
27546,acupoint,498,related_to,symptom,267
27547,acupoint,574,supports,acupoint,504
27548,disease,741,supports,acupoint,249
27549,acupoint,739,related_to,symptom,347
27550,acupoint,653,supports,symptom,669
27551,acupoint,549,supports,acupoint,14
27552,symptom,409,treats,acupoint,342
27553,acupoint,50,supports,acupoint,713
27554,disease,633,related_to,acupoint,252
27555,acupoint,195,treats,acupoint,348
27556,disease,465,treats,symptom,394
27557,disease,48,supports,symptom,302
27558,symptom,7,supports,disease,665
27559,symptom,624,related_to,disease,504
27560,symptom,177,supports,symptom,406
27561,disease,292,supports,symptom,690
27562,acupoint,571,treats,acupoint,200
27563,acupoint,401,treats,symptom,731
27564,symptom,178,related_to,acupoint,606
27565,acupoint,497,related_to,disease,270
27566,symptom,239,supports,acupoint,783
27567,disease,134,supports,disease,534
27568,acupoint,214,supports,symptom,159
27569,disease,800,treats,acupoint,740
27570,symptom,229,related_to,acupoint,629
27571,acupoint,291,related_to,disease,585
27572,acupoint,767,treats,symptom,629
27573,acupoint,319,supports,acupoint,341
27574,symptom,551,supports,disease,725
27575,symptom,694,treats,acupoint,264
27576,acupoint,475,treats,symptom,720
27577,disease,785,supports,symptom,4
27578,symptom,748,related_to,acupoint,247
27579,symptom,123,related_to,disease,498
27580,symptom,579,treats,disease,531
27581,disease,585,supports,disease,36
27582,acupoint,487,treats,symptom,310
27583,disease,102,related_to,acupoint,159
27584,disease,634,supports,disease,597
27585,disease,423,supports,symptom,705
27586,disease,596,treats,symptom,177
27587,disease,646,treats,symptom,306
27588,disease,251,treats,symptom,353
27589,disease,586,supports,disease,301
27590,disease,17,treats,symptom,558
27591,disease,364,supports,symptom,4
27592,acupoint,102,related_to,disease,712
27593,symptom,477,related_to,acupoint,644
27594,acupoint,254,supports,acupoint,592
27595,acupoint,478,supports,disease,367
27596,acupoint,532,related_to,symptom,536
27597,acupoint,792,treats,symptom,530
27598,disease,554,supports,disease,311
27599,symptom,33,supports,symptom,240
27600,symptom,356,supports,disease,152
27601,acupoint,572,related_to,disease,26
27602,disease,483,supports,acupoint,400
27603,symptom,218,supports,disease,209
27604,symptom,329,treats,disease,235
27605,symptom,292,treats,acupoint,283
27606,disease,642,supports,acupoint,379
27607,disease,402,supports,acupoint,781
27608,symptom,251,treats,acupoint,3
27609,symptom,14,related_to,disease,539
27610,acupoint,140,supports,disease,211
27611,disease,503,treats,disease,273
27612,disease,301,related_to,symptom,79
27613,acupoint,701,supports,disease,33
27614,disease,50,related_to,symptom,92
27615,symptom,544,treats,disease,478
27616,acupoint,478,supports,symptom,401
27617,acupoint,368,related_to,acupoint,729
27618,symptom,265,related_to,acupoint,767
27619,disease,732,related_to,acupoint,786
27620,disease,51,related_to,acupoint,746
27621,disease,548,treats,symptom,789
27622,acupoint,109,related_to,symptom,91
27623,disease,758,treats,acupoint,607
27624,acupoint,53,related_to,symptom,10
27625,disease,799,related_to,disease,583
27626,symptom,651,supports,acupoint,352
27627,symptom,744,related_to,disease,450
27628,acupoint,296,supports,symptom,16
27629,symptom,728,treats,acupoint,285
27630,disease,507,supports,disease,709
27631,symptom,65,related_to,symptom,607
27632,symptom,393,related_to,disease,465
27633,symptom,124,related_to,disease,468
27634,disease,622,supports,symptom,621
27635,disease,435,related_to,symptom,638
27636,disease,443,supports,acupoint,644
27637,disease,719,treats,disease,763
27638,disease,248,related_to,acupoint,199
27639,acupoint,243,related_to,acupoint,554
27640,symptom,190,treats,symptom,76
27641,disease,745,related_to,symptom,661
27642,symptom,396,related_to,symptom,539
27643,symptom,498,treats,acupoint,521
27644,disease,56,treats,acupoint,129
27645,disease,324,related_to,acupoint,787
27646,symptom,556,related_to,acupoint,35
27647,symptom,342,related_to,symptom,648
27648,symptom,263,supports,disease,664
27649,disease,172,supports,disease,371
27650,acupoint,337,supports,disease,125
27651,symptom,584,related_to,disease,67
27652,symptom,374,supports,acupoint,475
27653,acupoint,1,treats,acupoint,332
27654,acupoint,49,supports,acupoint,735
27655,disease,98,treats,acupoint,249
27656,acupoint,584,related_to,disease,623
27657,acupoint,415,supports,symptom,437
27658,acupoint,21,treats,acupoint,11
27659,acupoint,546,treats,disease,28
27660,acupoint,348,supports,symptom,3
27661,disease,346,supports,symptom,749
27662,disease,598,related_to,acupoint,485
27663,disease,771,treats,acupoint,408
27664,disease,731,treats,disease,86
27665,acupoint,692,related_to,disease,714
27666,acupoint,181,supports,disease,238
27667,disease,68,related_to,symptom,114
27668,symptom,788,related_to,symptom,54
27669,disease,361,related_to,symptom,294
27670,symptom,731,supports,acupoint,580
27671,disease,189,supports,acupoint,328
27672,disease,371,related_to,disease,255
27673,disease,362,treats,symptom,414
27674,symptom,696,related_to,disease,166
27675,acupoint,170,supports,disease,304
27676,acupoint,550,supports,acupoint,525
27677,acupoint,275,supports,disease,705
27678,acupoint,28,treats,disease,200
27679,symptom,261,supports,disease,568
27680,symptom,745,supports,disease,669
27681,symptom,799,related_to,acupoint,740
27682,symptom,552,supports,disease,195
27683,symptom,451,related_to,acupoint,139
27684,disease,179,supports,symptom,765
27685,symptom,713,related_to,acupoint,487
27686,acupoint,515,treats,acupoint,388
27687,disease,527,related_to,symptom,397
27688,acupoint,356,treats,disease,157
27689,disease,516,supports,disease,491
27690,disease,787,supports,symptom,681
27691,acupoint,292,supports,acupoint,604
27692,symptom,433,supports,disease,667
27693,disease,57,treats,acupoint,92
27694,symptom,104,treats,acupoint,630
27695,symptom,108,supports,disease,758
27696,symptom,361,treats,disease,699
27697,acupoint,7,supports,symptom,70
27698,acupoint,702,supports,disease,626
27699,acupoint,784,supports,disease,400
27700,symptom,771,treats,disease,377
27701,acupoint,344,supports,acupoint,369
27702,symptom,686,related_to,symptom,57
27703,disease,151,related_to,symptom,402
27704,acupoint,500,supports,symptom,530
27705,acupoint,415,supports,symptom,626
27706,disease,39,treats,disease,634
27707,disease,405,treats,disease,750
27708,symptom,416,related_to,acupoint,205
27709,disease,269,related_to,symptom,531
27710,disease,691,treats,acupoint,483
27711,acupoint,407,related_to,acupoint,116
27712,disease,637,supports,symptom,783
27713,symptom,4,treats,acupoint,741
27714,acupoint,201,supports,disease,343
27715,disease,776,supports,symptom,196
27716,symptom,691,related_to,symptom,69
27717,symptom,350,supports,symptom,661
27718,disease,251,treats,symptom,599
27719,disease,449,supports,symptom,475
27720,acupoint,218,supports,disease,682
27721,symptom,35,related_to,disease,175
27722,acupoint,494,treats,acupoint,21
27723,acupoint,678,supports,disease,287
27724,symptom,795,treats,symptom,46
27725,symptom,248,supports,acupoint,708
27726,disease,145,supports,acupoint,160
27727,disease,206,related_to,disease,299
27728,disease,245,treats,disease,502
27729,acupoint,63,treats,symptom,780
27730,disease,703,treats,disease,77
27731,symptom,287,supports,acupoint,159
27732,disease,242,treats,acupoint,462
27733,disease,741,related_to,symptom,466
27734,disease,409,supports,disease,712
27735,symptom,598,treats,disease,707
27736,disease,54,related_to,symptom,405
27737,disease,104,treats,symptom,563
27738,symptom,455,supports,symptom,570
27739,disease,739,supports,symptom,613
27740,disease,201,treats,symptom,370
27741,disease,366,supports,symptom,647
27742,symptom,637,supports,symptom,334
27743,disease,734,related_to,symptom,436
27744,disease,655,treats,disease,579
27745,disease,722,supports,disease,778
27746,symptom,39,treats,acupoint,271
27747,disease,459,related_to,disease,479
27748,disease,80,supports,acupoint,667
27749,symptom,226,treats,symptom,208
27750,acupoint,683,supports,acupoint,294
27751,symptom,545,related_to,symptom,389
27752,disease,238,supports,symptom,659
27753,symptom,576,supports,acupoint,327
27754,acupoint,209,related_to,symptom,341
27755,symptom,798,supports,disease,497
27756,acupoint,770,supports,disease,379
27757,disease,217,treats,acupoint,373
27758,disease,448,related_to,acupoint,312
27759,acupoint,145,related_to,disease,70
27760,symptom,501,related_to,symptom,186
27761,acupoint,782,supports,acupoint,577
27762,symptom,167,treats,symptom,326
27763,disease,524,related_to,disease,147
27764,acupoint,133,related_to,acupoint,365
27765,acupoint,82,supports,acupoint,313
27766,symptom,547,related_to,disease,707
27767,symptom,218,treats,acupoint,556
27768,disease,800,related_to,acupoint,41
27769,disease,119,treats,symptom,554
27770,disease,455,supports,disease,52
27771,acupoint,665,treats,disease,666
27772,symptom,121,treats,disease,39
27773,symptom,318,supports,symptom,495
27774,disease,159,related_to,disease,734
27775,acupoint,147,supports,symptom,625
27776,symptom,173,supports,acupoint,531
27777,symptom,175,treats,acupoint,39
27778,disease,116,related_to,disease,624
27779,acupoint,23,treats,disease,270
27780,symptom,646,supports,symptom,495
27781,disease,130,related_to,acupoint,430
27782,acupoint,387,supports,disease,445
27783,acupoint,546,supports,acupoint,418
27784,symptom,442,supports,acupoint,87
27785,acupoint,28,supports,symptom,589
27786,symptom,453,supports,disease,140
27787,symptom,457,supports,symptom,133
27788,acupoint,65,treats,acupoint,75
27789,disease,182,treats,disease,661
27790,acupoint,626,related_to,acupoint,297
27791,symptom,171,treats,symptom,170
27792,acupoint,437,treats,symptom,327
27793,disease,180,supports,acupoint,107
27794,symptom,189,treats,disease,84
27795,symptom,64,supports,symptom,24
27796,disease,760,related_to,symptom,274
27797,disease,684,supports,acupoint,273
27798,acupoint,193,supports,disease,577
27799,symptom,232,related_to,disease,137
27800,disease,639,treats,disease,227
27801,symptom,226,related_to,acupoint,63
27802,acupoint,221,related_to,symptom,593
27803,disease,447,treats,symptom,557
27804,disease,379,related_to,disease,699
27805,acupoint,343,related_to,disease,68
27806,symptom,15,treats,acupoint,332
27807,symptom,690,treats,symptom,63
27808,disease,324,supports,symptom,619
27809,acupoint,748,related_to,symptom,630
27810,acupoint,693,supports,symptom,554
27811,acupoint,125,related_to,acupoint,175
27812,symptom,295,supports,disease,543
27813,disease,282,treats,acupoint,67
27814,disease,726,related_to,symptom,717
27815,disease,364,treats,symptom,315
27816,acupoint,717,treats,disease,330
27817,disease,718,supports,symptom,216
27818,disease,428,related_to,disease,30
27819,acupoint,219,related_to,acupoint,576
27820,disease,177,supports,acupoint,110
27821,acupoint,176,related_to,acupoint,102
27822,acupoint,254,supports,disease,693
27823,disease,429,supports,symptom,704
27824,symptom,30,treats,acupoint,684
27825,disease,260,related_to,symptom,253
27826,acupoint,272,treats,disease,179
27827,symptom,709,supports,acupoint,677
27828,disease,757,supports,disease,190
27829,symptom,631,supports,disease,499
27830,acupoint,740,related_to,disease,299
27831,symptom,769,treats,symptom,372
27832,acupoint,426,treats,disease,10
27833,disease,538,treats,symptom,171
27834,acupoint,339,treats,acupoint,151
27835,disease,366,supports,disease,499
27836,disease,10,related_to,symptom,740
27837,disease,266,supports,disease,203
27838,acupoint,310,supports,acupoint,614
27839,acupoint,736,treats,symptom,629
27840,disease,80,supports,symptom,274
27841,acupoint,572,supports,disease,31
27842,acupoint,708,related_to,symptom,411
27843,symptom,749,related_to,disease,503
27844,acupoint,630,treats,disease,297
27845,symptom,66,supports,symptom,389
27846,acupoint,297,supports,acupoint,261
27847,disease,42,treats,symptom,465
27848,acupoint,303,related_to,disease,302
27849,symptom,529,supports,acupoint,713
27850,acupoint,395,treats,acupoint,710
27851,disease,228,treats,disease,56
27852,disease,320,treats,disease,87
27853,disease,519,related_to,disease,435
27854,disease,436,treats,disease,84
27855,symptom,498,treats,disease,735
27856,disease,784,supports,symptom,508
27857,acupoint,419,related_to,acupoint,790
27858,disease,4,treats,symptom,631
27859,acupoint,54,related_to,symptom,439
27860,acupoint,764,supports,disease,267
27861,symptom,507,related_to,symptom,360
27862,disease,301,treats,symptom,120
27863,symptom,24,supports,acupoint,793
27864,acupoint,569,related_to,acupoint,209
27865,symptom,244,treats,acupoint,586
27866,disease,452,supports,symptom,180
27867,disease,35,treats,acupoint,195
27868,symptom,750,treats,disease,166
27869,disease,500,supports,symptom,303
27870,acupoint,589,treats,acupoint,401
27871,acupoint,561,supports,acupoint,8
27872,acupoint,690,supports,acupoint,243
27873,disease,57,supports,acupoint,503
27874,symptom,648,supports,acupoint,588
27875,symptom,23,supports,acupoint,117
27876,disease,155,related_to,acupoint,95
27877,disease,228,related_to,acupoint,573
27878,symptom,768,treats,symptom,492
27879,disease,332,supports,symptom,123
27880,symptom,372,related_to,symptom,287
27881,symptom,314,supports,acupoint,92
27882,disease,494,related_to,symptom,737
27883,symptom,268,treats,acupoint,207
27884,symptom,18,related_to,acupoint,754
27885,disease,172,treats,disease,12
27886,symptom,743,supports,acupoint,651
27887,disease,144,treats,acupoint,435
27888,acupoint,386,treats,disease,287
27889,acupoint,333,treats,disease,252
27890,disease,679,supports,symptom,178
27891,acupoint,77,treats,disease,168
27892,symptom,41,supports,symptom,660
27893,acupoint,472,related_to,symptom,85
27894,acupoint,286,related_to,acupoint,746
27895,symptom,9,supports,disease,488
27896,symptom,301,supports,disease,78
27897,symptom,519,related_to,disease,140
27898,disease,528,related_to,symptom,145
27899,disease,321,supports,acupoint,711
27900,disease,616,treats,acupoint,491
27901,symptom,80,related_to,symptom,644
27902,symptom,233,supports,symptom,515
27903,disease,281,related_to,disease,243
27904,disease,679,related_to,acupoint,212
27905,symptom,356,treats,symptom,307
27906,acupoint,155,treats,symptom,497
27907,symptom,247,related_to,disease,218
27908,disease,10,supports,acupoint,256
27909,disease,75,related_to,symptom,567
27910,acupoint,90,related_to,disease,357
27911,acupoint,214,treats,disease,366
27912,acupoint,188,supports,acupoint,367
27913,symptom,42,supports,acupoint,301
27914,symptom,213,treats,acupoint,152
27915,symptom,390,supports,disease,515
27916,disease,182,related_to,acupoint,616
27917,acupoint,403,treats,acupoint,96
27918,acupoint,201,supports,disease,455
27919,disease,335,treats,symptom,697
27920,acupoint,407,related_to,symptom,253
27921,disease,597,treats,symptom,744
27922,symptom,181,related_to,symptom,790
27923,disease,676,supports,acupoint,208
27924,disease,256,supports,acupoint,15
27925,symptom,795,related_to,acupoint,79
27926,symptom,136,supports,acupoint,480
27927,acupoint,492,treats,disease,554
27928,acupoint,364,treats,acupoint,637
27929,symptom,479,treats,disease,510
27930,acupoint,782,related_to,symptom,263
27931,disease,667,supports,disease,666
27932,symptom,750,related_to,acupoint,703
27933,disease,410,treats,disease,16
27934,disease,699,supports,symptom,749
27935,disease,262,treats,disease,516
27936,symptom,169,supports,symptom,385
27937,disease,35,treats,disease,150
27938,disease,710,treats,disease,396
27939,acupoint,99,treats,acupoint,581
27940,symptom,726,related_to,disease,413
27941,disease,575,supports,symptom,486
27942,disease,153,treats,disease,173
27943,disease,184,related_to,acupoint,261
27944,symptom,402,related_to,symptom,599
27945,symptom,459,supports,acupoint,109
27946,symptom,496,related_to,acupoint,560
27947,acupoint,646,related_to,disease,471
27948,symptom,673,supports,disease,97
27949,acupoint,200,treats,disease,334
27950,acupoint,634,supports,disease,207
27951,acupoint,719,treats,acupoint,169
27952,symptom,749,treats,symptom,611
27953,symptom,554,supports,acupoint,254
27954,symptom,348,treats,disease,379
27955,acupoint,70,related_to,symptom,706
27956,acupoint,458,supports,disease,261
27957,disease,83,related_to,acupoint,241
27958,acupoint,253,related_to,symptom,369
27959,acupoint,739,related_to,acupoint,423
27960,disease,611,supports,acupoint,3
27961,acupoint,53,related_to,symptom,694
27962,acupoint,692,treats,acupoint,60
27963,disease,279,related_to,disease,706
27964,symptom,204,supports,disease,732
27965,symptom,55,related_to,symptom,56
27966,symptom,723,treats,acupoint,775
27967,disease,137,related_to,acupoint,22
27968,disease,49,supports,acupoint,548
27969,symptom,449,treats,disease,70
27970,acupoint,676,related_to,disease,728
27971,symptom,154,related_to,disease,303
27972,acupoint,257,supports,acupoint,76
27973,disease,255,treats,disease,268
27974,symptom,59,related_to,acupoint,645
27975,disease,377,treats,acupoint,657
27976,acupoint,256,supports,disease,39
27977,acupoint,365,supports,acupoint,180
27978,disease,225,related_to,acupoint,422
27979,disease,460,supports,symptom,65
27980,symptom,323,related_to,acupoint,557
27981,symptom,721,treats,symptom,75
27982,symptom,360,treats,disease,297
27983,symptom,190,treats,symptom,601
27984,acupoint,259,treats,symptom,572
27985,symptom,431,related_to,acupoint,198
27986,disease,730,supports,disease,244
27987,acupoint,671,related_to,disease,401
27988,acupoint,647,treats,symptom,551
27989,disease,560,treats,symptom,263
27990,acupoint,482,related_to,disease,771
27991,disease,118,treats,symptom,102
27992,acupoint,484,supports,disease,243
27993,acupoint,415,treats,acupoint,218
27994,disease,143,supports,acupoint,553
27995,disease,87,related_to,symptom,171
27996,symptom,74,supports,disease,362
27997,acupoint,639,supports,symptom,443
27998,symptom,407,treats,symptom,655
27999,symptom,737,related_to,symptom,719
28000,acupoint,186,supports,symptom,454
28001,acupoint,200,treats,disease,224
28002,disease,208,related_to,disease,149
28003,symptom,743,related_to,symptom,290
28004,disease,636,related_to,acupoint,249
28005,acupoint,102,related_to,acupoint,618
28006,symptom,763,supports,symptom,278
28007,symptom,294,treats,acupoint,392
28008,symptom,683,supports,disease,105
28009,symptom,178,treats,disease,202
28010,symptom,358,related_to,symptom,653
28011,acupoint,689,supports,acupoint,743
28012,disease,339,supports,acupoint,327
28013,acupoint,704,treats,disease,510
28014,disease,420,related_to,symptom,333
28015,acupoint,670,treats,acupoint,385
28016,disease,409,related_to,acupoint,546
28017,disease,281,treats,symptom,435
28018,symptom,646,supports,acupoint,687
28019,acupoint,347,related_to,acupoint,571
28020,disease,232,treats,disease,125
28021,symptom,694,supports,disease,79
28022,acupoint,774,supports,disease,729
28023,acupoint,178,treats,symptom,641
28024,acupoint,604,supports,acupoint,80
28025,symptom,356,treats,disease,714
28026,acupoint,253,treats,disease,306
28027,acupoint,478,treats,symptom,683
28028,acupoint,572,supports,acupoint,620
28029,symptom,415,supports,symptom,741
28030,acupoint,509,related_to,symptom,194
28031,symptom,240,supports,acupoint,409
28032,acupoint,188,related_to,acupoint,691
28033,acupoint,568,related_to,symptom,664
28034,acupoint,458,related_to,acupoint,620
28035,acupoint,784,supports,symptom,12
28036,acupoint,294,supports,symptom,323
28037,acupoint,41,related_to,disease,197
28038,disease,277,related_to,disease,87
28039,disease,28,treats,disease,227
28040,acupoint,155,treats,disease,240
28041,acupoint,729,supports,disease,366
28042,symptom,123,treats,symptom,366
28043,symptom,364,supports,acupoint,346
28044,acupoint,578,related_to,disease,520
28045,symptom,111,supports,disease,465
28046,symptom,314,supports,symptom,593
28047,acupoint,740,related_to,symptom,744
28048,symptom,216,related_to,disease,168
28049,disease,382,supports,acupoint,785
28050,disease,418,related_to,symptom,222
28051,symptom,505,supports,acupoint,784
28052,acupoint,605,treats,acupoint,491
28053,acupoint,796,supports,symptom,257
28054,symptom,730,supports,disease,307
28055,symptom,730,related_to,symptom,269
28056,acupoint,270,supports,acupoint,105
28057,disease,519,supports,disease,441
28058,symptom,730,treats,acupoint,258
28059,acupoint,270,supports,symptom,361
28060,symptom,354,supports,acupoint,121
28061,symptom,133,supports,acupoint,465
28062,acupoint,32,treats,symptom,285
28063,disease,505,supports,disease,629
28064,acupoint,43,supports,symptom,282
28065,acupoint,66,supports,disease,357
28066,symptom,200,treats,disease,644
28067,acupoint,610,supports,acupoint,33
28068,acupoint,647,supports,symptom,742
28069,acupoint,108,supports,symptom,758
28070,disease,459,related_to,disease,47
28071,disease,116,supports,symptom,726
28072,disease,276,related_to,symptom,166
28073,symptom,275,treats,symptom,133
28074,acupoint,785,related_to,disease,611
28075,acupoint,212,supports,symptom,44
28076,acupoint,223,supports,disease,657
28077,acupoint,152,supports,symptom,295
28078,symptom,751,related_to,symptom,224
28079,symptom,698,related_to,acupoint,668
28080,acupoint,423,treats,disease,506
28081,acupoint,282,treats,acupoint,798
28082,acupoint,345,related_to,disease,786
28083,disease,208,related_to,disease,352
28084,symptom,727,related_to,disease,681
28085,acupoint,505,treats,disease,587
28086,disease,651,related_to,disease,606
28087,symptom,352,supports,disease,750
28088,acupoint,122,related_to,disease,640
28089,symptom,613,related_to,acupoint,6
28090,disease,3,treats,symptom,38
28091,acupoint,130,related_to,symptom,352
28092,disease,433,related_to,disease,20
28093,acupoint,152,supports,disease,503
28094,acupoint,328,supports,disease,654
28095,disease,685,related_to,acupoint,635
28096,symptom,385,supports,disease,731
28097,symptom,155,related_to,symptom,796
28098,symptom,276,supports,acupoint,304
28099,symptom,554,treats,disease,322
28100,acupoint,544,treats,disease,458
28101,acupoint,797,related_to,disease,756
28102,acupoint,251,treats,acupoint,335
28103,disease,143,related_to,acupoint,543
28104,acupoint,364,supports,acupoint,708
28105,symptom,614,related_to,symptom,266
28106,acupoint,615,related_to,acupoint,494
28107,symptom,261,related_to,symptom,707
28108,disease,626,related_to,acupoint,687
28109,acupoint,64,treats,disease,21
28110,disease,563,treats,disease,119
28111,disease,242,related_to,symptom,253
28112,acupoint,189,related_to,disease,741
28113,disease,470,related_to,disease,415
28114,symptom,227,related_to,symptom,7
28115,acupoint,532,related_to,acupoint,708
28116,symptom,96,treats,symptom,422
28117,acupoint,241,supports,disease,478
28118,symptom,615,supports,symptom,395
28119,disease,9,supports,symptom,30
28120,disease,242,treats,disease,382
28121,disease,562,related_to,acupoint,236
28122,symptom,592,related_to,disease,761
28123,symptom,718,supports,acupoint,187
28124,disease,89,treats,acupoint,380
28125,disease,551,supports,symptom,375
28126,disease,331,treats,acupoint,464
28127,acupoint,548,related_to,acupoint,707
28128,symptom,538,related_to,symptom,99
28129,symptom,384,supports,symptom,503
28130,acupoint,705,related_to,acupoint,313
28131,disease,595,related_to,disease,253
28132,disease,234,treats,acupoint,202
28133,acupoint,792,treats,acupoint,112
28134,disease,118,related_to,disease,120
28135,acupoint,379,supports,acupoint,671
28136,disease,415,supports,acupoint,155
28137,acupoint,593,related_to,acupoint,25
28138,disease,603,supports,symptom,93
28139,symptom,787,related_to,symptom,294
28140,acupoint,570,supports,symptom,671
28141,disease,516,related_to,symptom,443
28142,disease,331,related_to,symptom,303
28143,disease,121,treats,acupoint,399
28144,acupoint,228,supports,symptom,711
28145,acupoint,68,related_to,disease,488
28146,disease,220,treats,disease,345
28147,disease,11,treats,acupoint,675
28148,symptom,440,treats,symptom,515
28149,symptom,43,related_to,disease,239
28150,symptom,643,supports,symptom,389
28151,disease,596,treats,acupoint,422
28152,symptom,712,treats,symptom,31
28153,disease,147,treats,acupoint,634
28154,symptom,652,treats,acupoint,714
28155,disease,725,supports,symptom,531
28156,symptom,302,related_to,acupoint,384
28157,acupoint,345,treats,symptom,433
28158,acupoint,258,supports,symptom,341
28159,disease,419,related_to,acupoint,614
28160,disease,231,supports,disease,274
28161,symptom,390,related_to,disease,66
28162,acupoint,199,treats,symptom,758
28163,disease,202,related_to,symptom,74
28164,acupoint,691,related_to,symptom,381
28165,disease,477,supports,symptom,269
28166,acupoint,70,related_to,acupoint,649
28167,acupoint,798,supports,acupoint,429
28168,symptom,424,related_to,acupoint,252
28169,disease,428,supports,symptom,212
28170,acupoint,643,related_to,disease,194
28171,symptom,154,related_to,disease,416
28172,disease,163,supports,disease,194
28173,symptom,436,supports,symptom,200
28174,acupoint,423,treats,acupoint,378
28175,acupoint,648,supports,acupoint,645
28176,acupoint,26,treats,symptom,587
28177,disease,256,supports,disease,592
28178,acupoint,384,supports,disease,295
28179,symptom,659,supports,symptom,147
28180,disease,702,supports,acupoint,409
28181,symptom,209,treats,symptom,13
28182,disease,687,treats,disease,655
28183,disease,153,treats,acupoint,520
28184,disease,119,treats,acupoint,551
28185,symptom,603,related_to,symptom,248
28186,acupoint,455,supports,disease,130
28187,symptom,501,related_to,symptom,115
28188,acupoint,672,supports,disease,670
28189,disease,796,supports,acupoint,203
28190,acupoint,780,supports,acupoint,179
28191,acupoint,391,supports,disease,553
28192,disease,771,related_to,disease,626
28193,symptom,698,treats,acupoint,68
28194,symptom,11,related_to,disease,796
28195,disease,296,treats,disease,253
28196,symptom,381,supports,acupoint,713
28197,disease,710,related_to,disease,221
28198,symptom,493,treats,symptom,26
28199,symptom,679,supports,acupoint,700
28200,symptom,64,supports,acupoint,415
28201,disease,517,treats,disease,80
28202,symptom,759,treats,disease,706
28203,symptom,412,related_to,acupoint,565
28204,acupoint,27,related_to,acupoint,235
28205,symptom,786,related_to,disease,764
28206,disease,537,related_to,symptom,696
28207,acupoint,431,treats,symptom,132
